Time,HeartRate,Beats
0.131,66.6237438465612,0
0.132,66.6481616665432,0
0.133,66.6725788676136,0
0.134,66.6969954527149,0
0.135,66.7214114248931,0
0.136,66.7458267872978,0
0.137,66.7702415431804,0
0.138,66.7946556958947,0
0.139,66.8190692488956,0
0.14,66.8434822057383,0
0.141,66.8678945700782,0
0.142,66.8923063456699,0
0.143,66.9167175363671,0
0.144,66.941128146121,0
0.145,66.9655381789807,0
0.146,66.9899476390919,0
0.147,67.0143565306961,0
0.148,67.0387648581309,0
0.149,67.0631726258282,0
0.15,67.0875798383142,0
0.151,67.1119865002087,0
0.152,67.1363926162242,0
0.153,67.1607981911654,0
0.154,67.1852032299284,0
0.155,67.2096077375001,0
0.156,67.2340117189572,0
0.157,67.2584151794663,0
0.158,67.2828181242824,0
0.159,67.3072205587484,0
0.16,67.3316224882946,0
0.161,67.3560239184381,0
0.162,67.3804248547815,0
0.163,67.4048253030126,0
0.164,67.4292252689036,0
0.165,67.4536247583106,0
0.166,67.4780237771724,0
0.167,67.5024223315101,0
0.168,67.5268204274263,0
0.169,67.5512180711041,0
0.17,67.5756152688068,0
0.171,67.6000120268768,0
0.172,67.6244083517347,0
0.173,67.6488042498793,0
0.174,67.6731997278859,0
0.175,67.697594792406,0
0.176,67.7219894501665,0
0.177,67.7463837079688,0
0.178,67.7707775726882,0
0.179,67.7951710512727,0
0.18,67.8195641507427,0
0.181,67.8439568781899,0
0.182,67.8683492407763,0
0.183,67.8927412457338,0
0.184,67.9171329003631,0
0.185,67.9415242120332,0
0.186,67.9659151881799,0
0.187,67.9903058363059,0
0.188,68.014696163979,0
0.189,68.039086178832,1
0.19,68.0634758885612,0
0.191,68.0878653009262,0
0.192,68.1122544237486,0
0.193,68.1366432649111,0
0.194,68.161031832357,0
0.195,68.1854201340887,0
0.196,68.2098081781676,0
0.197,68.2341959727125,0
0.198,68.2585835258992,0
0.199,68.2829708459591,0
0.2,68.3073579411788,0
0.201,68.3317448198988,0
0.202,68.3561314905127,0
0.203,68.3805179614665,0
0.204,68.4049042412573,0
0.205,68.4292903384324,0
0.206,68.4536762615888,0
0.207,68.4780620193715,0
0.208,68.5024476204732,0
0.209,68.5268330736332,0
0.21,68.5512183876358,0
0.211,68.5756035713104,0
0.212,68.5999886335297,0
0.213,68.6243735832087,0
0.214,68.6487584293045,0
0.215,68.6731431808142,0
0.216,68.6975278467747,0
0.217,68.7219124362615,0
0.218,68.7462969583874,0
0.219,68.7706814223018,0
0.22,68.7950658371893,0
0.221,68.8194502122692,0
0.222,68.843834556794,0
0.223,68.8682188800483,0
0.224,68.8926031913481,0
0.225,68.9169875000395,0
0.226,68.9413718154977,0
0.227,68.9657561471257,0
0.228,68.9901405043536,0
0.229,69.0145248966372,0
0.23,69.0389093334569,0
0.231,69.0632938243168,0
0.232,69.0876783787434,0
0.233,69.1120630062844,0
0.234,69.1364477165079,0
0.235,69.1608325190009,0
0.236,69.1852174233684,0
0.237,69.2096024392319,0
0.238,69.2339875762289,0
0.239,69.2583728440109,0
0.24,69.2827582522429,0
0.241,69.3071438106019,0
0.242,69.3315295287755,0
0.243,69.3559154164615,0
0.244,69.3803014833655,0
0.245,69.4046877392008,0
0.246,69.4290741936866,0
0.247,69.4534608565468,0
0.248,69.4778477375089,0
0.249,69.5022348463026,0
0.25,69.5266221926589,0
0.251,69.5510097863084,0
0.252,69.5753976369801,0
0.253,69.5997857544006,0
0.254,69.624174148292,0
0.255,69.6485628283713,0
0.256,69.672951804349,0
0.257,69.6973410859273,0
0.258,69.7217306827995,0
0.259,69.7461206046481,0
0.26,69.7705108611438,0
0.261,69.7949014619439,0
0.262,69.8192924166911,0
0.263,69.8436837350122,0
0.264,69.8680754265166,0
0.265,69.892467500795,0
0.266,69.916859967418,0
0.267,69.9412528359349,0
0.268,69.9656461158718,0
0.269,69.9900398167307,0
0.27,70.0144339479877,0
0.271,70.038828519092,0
0.272,70.0632235394641,0
0.273,70.0876190184944,0
0.274,70.1120149655418,0
0.275,70.1364113899325,0
0.276,70.1608083009582,0
0.277,70.1852057078745,0
0.278,70.2096036199,0
0.279,70.2340020462143,0
0.28,70.2584009959564,0
0.281,70.2828004782236,0
0.282,70.3072005020698,0
0.283,70.3316010765041,0
0.284,70.3560022104889,0
0.285,70.3804039129386,0
0.286,70.4048061927181,0
0.287,70.429209058641,0
0.288,70.4536125194683,0
0.289,70.4780165839067,0
0.29,70.5024212606067,0
0.291,70.5268265581616,0
0.292,70.5512324851053,0
0.293,70.5756390499111,0
0.294,70.60004626099,0
0.295,70.6244541266886,0
0.296,70.648862655288,0
0.297,70.6732718550019,0
0.298,70.6976817339748,0
0.299,70.7220923002806,0
0.3,70.7465035619209,0
0.301,70.7709155268231,0
0.302,70.7953282028386,0
0.303,70.8197415977414,0
0.304,70.8441557192262,0
0.305,70.8685705749066,0
0.306,70.8929861723137,0
0.307,70.9174025188937,0
0.308,70.9418196220065,0
0.309,70.966237488924,0
0.31,70.9906561268282,0
0.311,71.0150755428094,0
0.312,71.0394957438646,0
0.313,71.0639167368951,0
0.314,71.0883385287053,0
0.315,71.1127611260005,0
0.316,71.1371845353849,0
0.317,71.1616087633605,0
0.318,71.1860338163245,0
0.319,71.2104597005674,0
0.32,71.2348864222715,0
0.321,71.2593139875088,0
0.322,71.2837424022391,0
0.323,71.3081716723081,0
0.324,71.3326018034452,0
0.325,71.3570328012619,0
0.326,71.3814646712499,0
0.327,71.4058974187789,0
0.328,71.4303310490949,0
0.329,71.4547655673178,0
0.33,71.4792009784396,0
0.331,71.503637287322,0
0.332,71.5280744986953,0
0.333,71.5525126171555,0
0.334,71.5769516471628,0
0.335,71.6013915930393,0
0.336,71.625832458967,0
0.337,71.6502742489854,0
0.338,71.6747169669901,0
0.339,71.6991606167298,0
0.34,71.7236052018051,0
0.341,71.7480507256657,0
0.342,71.7724971916088,0
0.343,71.7969446027767,0
0.344,71.821392962154,0
0.345,71.8458422725672,0
0.346,71.8702925366802,0
0.347,71.8947437569945,0
0.348,71.9191959358449,0
0.349,71.9436490753985,0
0.35,71.9681031776523,0
0.351,71.9925582444307,0
0.352,72.0170142773832,0
0.353,72.0414712779829,0
0.354,72.0659292475233,0
0.355,72.0903881871164,0
0.356,72.1148480976905,0
0.357,72.1393089799879,0
0.358,72.1637708345625,0
0.359,72.1882336617771,0
0.36,72.2126974618022,0
0.361,72.2371622346119,0
0.362,72.2616279799832,0
0.363,72.2860946974929,0
0.364,72.3105623865151,0
0.365,72.3350310462193,0
0.366,72.3595006755678,0
0.367,72.3839712733126,0
0.368,72.4084428379939,0
0.369,72.4329153679373,0
0.37,72.4573888612512,0
0.371,72.4818633158248,0
0.372,72.506338729325,0
0.373,72.5308150991944,0
0.374,72.5552924226484,0
0.375,72.5797706966732,0
0.376,72.6042499180229,0
0.377,72.6287300832175,0
0.378,72.6532111885391,0
0.379,72.677693230031,0
0.38,72.7021762034939,0
0.381,72.7266601044838,0
0.382,72.7511449283093,0
0.383,72.7756306700294,0
0.384,72.8001173244497,0
0.385,72.8246048861212,0
0.386,72.8490933493371,0
0.387,72.8735827081298,0
0.388,72.8980729562687,0
0.389,72.9225640872575,0
0.39,72.9470560943314,0
0.391,72.9715489704543,0
0.392,72.9960427083159,0
0.393,73.0205373003298,0
0.394,73.0450327386297,0
0.395,73.0695290150676,0
0.396,73.0940261212104,0
0.397,73.1185240483373,0
0.398,73.1430227874374,0
0.399,73.1675223292063,0
0.4,73.1920226640437,0
0.401,73.2165237820507,0
0.402,73.2410256730263,0
0.403,73.2655283264651,0
0.404,73.2900317315548,0
0.405,73.3145358771723,0
0.406,73.3390407518815,0
0.407,73.3635463439304,0
0.408,73.3880526412487,0
0.409,73.4125596314439,0
0.41,73.4370673017987,0
0.411,73.4615756392685,0
0.412,73.4860846304777,0
0.413,73.5105942617176,0
0.414,73.5351045189426,0
0.415,73.559615387768,0
0.416,73.5841268534664,0
0.417,73.6086389009648,0
0.418,73.6331515148422,0
0.419,73.6576646793257,0
0.42,73.6821783782881,0
0.421,73.7066925952446,0
0.422,73.7312073133496,0
0.423,73.7557225153939,0
0.424,73.7802381838013,0
0.425,73.8047543006259,0
0.426,73.8292708475487,0
0.427,73.8537878058747,0
0.428,73.8783051565295,0
0.429,73.9028228800565,0
0.43,73.9273409566133,0
0.431,73.9518593659691,0
0.432,73.9763780875009,0
0.433,74.000897100191,0
0.434,74.0254163826231,0
0.435,74.0499359129796,0
0.436,74.0744556690382,0
0.437,74.0989756281687,0
0.438,74.1234957673297,0
0.439,74.1480160630654,0
0.44,74.1725364915024,0
0.441,74.1970570283461,0
0.442,74.2215776488781,0
0.443,74.2460983279521,0
0.444,74.2706190399911,0
0.445,74.295139758984,0
0.446,74.3196604584821,0
0.447,74.3441811115961,0
0.448,74.3687016909922,0
0.449,74.3932221688894,0
0.45,74.4177425170556,0
0.451,74.4422627068045,0
0.452,74.466782708992,0
0.453,74.4913024940132,0
0.454,74.5158220317984,0
0.455,74.5403412918102,0
0.456,74.5648602430398,0
0.457,74.5893788540036,0
0.458,74.6138970927398,0
0.459,74.6384149268048,0
0.46,74.6629323232698,0
0.461,74.6874492487174,0
0.462,74.7119656692382,0
0.463,74.736481550427,0
0.464,74.7609968573794,0
0.465,74.7855115546882,0
0.466,74.8100256064402,0
0.467,74.834538976212,0
0.468,74.8590516270679,0
0.469,74.8835635215545,0
0.47,74.9080746216978,0
0.471,74.932584889,0
0.472,74.9570942844357,0
0.473,74.9816027684482,0
0.474,75.0061103009461,0
0.475,75.0306168412992,0
0.476,75.0551223483357,0
0.477,75.0796267803378,0
0.478,75.1041300950386,0
0.479,75.1286322496177,0
0.48,75.1531332006984,0
0.481,75.1776329043433,0
0.482,75.2021313160517,0
0.483,75.2266283907547,0
0.484,75.251124082812,0
0.485,75.2756183460079,0
0.486,75.3001111335487,0
0.487,75.3246023980575,0
0.488,75.3490920915715,0
0.489,75.3735801655375,0
0.49,75.3980665708088,0
0.491,75.422551257641,0
0.492,75.4470341756885,0
0.493,75.4715152740006,0
0.494,75.495994501019,0
0.495,75.5204718045713,0
0.496,75.5449471318694,0
0.497,75.5694204295051,0
0.498,75.5938916434455,0
0.499,75.6183607190312,0
0.5,75.6428276009705,0
0.501,75.6672922333355,0
0.502,75.6917545595605,0
0.503,75.7162145224351,0
0.504,75.7406720643107,0
0.505,75.7651271279227,0
0.506,75.7895796565963,0
0.507,75.8140295942445,0
0.508,75.8384768853649,0
0.509,75.8629214750362,0
0.51,75.8873633089185,0
0.511,75.91180233325,0
0.512,75.9362384948439,0
0.513,75.960671741087,0
0.514,75.9851020199371,0
0.515,76.0095292799197,0
0.516,76.0339534701282,0
0.517,76.058374540218,0
0.518,76.0827924404073,0
0.519,76.1072071214731,0
0.52,76.13161853475,0
0.521,76.1560266321258,0
0.522,76.1804313660416,0
0.523,76.2048326894875,0
0.524,76.2292305560019,0
0.525,76.2536249196672,0
0.526,76.2780157351092,0
0.527,76.3024029574939,0
0.528,76.3267865425256,0
0.529,76.3511664464441,0
0.53,76.3755426260219,0
0.531,76.3999150385626,0
0.532,76.4242836418978,0
0.533,76.4486483943869,0
0.534,76.473009254911,0
0.535,76.4973661828739,0
0.536,76.5217191381972,0
0.537,76.5460680813198,0
0.538,76.570412973195,0
0.539,76.5947537752878,0
0.54,76.6190904495721,0
0.541,76.6434229585293,0
0.542,76.6677512651455,0
0.543,76.6920753329071,0
0.544,76.7163951258033,0
0.545,76.7407106083189,0
0.546,76.7650217454342,0
0.547,76.7893285026215,0
0.548,76.8136308458455,0
0.549,76.8379287415565,0
0.55,76.8622221566901,0
0.551,76.8865110586669,0
0.552,76.9107954153866,0
0.553,76.9350751952291,0
0.554,76.9593503670474,0
0.555,76.98362090017,0
0.556,77.0078867643945,0
0.557,77.0321479299893,0
0.558,77.0564043676884,0
0.559,77.0806560486896,0
0.56,77.1049029446514,0
0.561,77.1291450276923,0
0.562,77.1533822703857,0
0.563,77.1776146457609,0
0.564,77.2018421272993,0
0.565,77.2260646889314,0
0.566,77.2502823050366,0
0.567,77.2744949504354,0
0.568,77.298702600394,0
0.569,77.3229052306153,0
0.57,77.3471028172417,0
0.571,77.3712953368514,0
0.572,77.3954827664527,0
0.573,77.4196650834853,0
0.574,77.4438422658183,0
0.575,77.468014291744,0
0.576,77.4921811399799,0
0.577,77.5163427896631,0
0.578,77.5404992203491,0
0.579,77.5646504120098,0
0.58,77.5887963450296,0
0.581,77.612937000206,0
0.582,77.6370723587436,0
0.583,77.6612024022543,0
0.584,77.6853271127545,0
0.585,77.7094464726608,0
0.586,77.7335604647904,0
0.587,77.7576690723574,0
0.588,77.7817722789691,0
0.589,77.8058700686256,0
0.59,77.8299624257168,0
0.591,77.8540493350205,0
0.592,77.8781307816998,0
0.593,77.9022067512994,0
0.594,77.9262772297444,0
0.595,77.9503422033386,0
0.596,77.9744016587601,0
0.597,77.9984555830605,0
0.598,78.0225039636633,0
0.599,78.0465467883594,0
0.6,78.0705840453051,0
0.601,78.0946157230227,0
0.602,78.1186418103937,0
0.603,78.1426622966597,0
0.604,78.1666771714182,0
0.605,78.1906864246224,0
0.606,78.2146900465741,0
0.607,78.2386880279267,0
0.608,78.2626803596828,0
0.609,78.2866670331876,0
0.61,78.3106480401289,0
0.611,78.3346233725343,0
0.612,78.3585930227711,0
0.613,78.3825569835411,0
0.614,78.406515247879,0
0.615,78.4304678091506,0
0.616,78.4544146610491,0
0.617,78.4783557975949,0
0.618,78.5022912131313,0
0.619,78.5262209023236,0
0.62,78.5501448601557,0
0.621,78.5740630819292,0
0.622,78.5979755632588,0
0.623,78.6218823000723,0
0.624,78.6457832886083,0
0.625,78.6696785254104,0
0.626,78.6935680073297,0
0.627,78.7174517315178,0
0.628,78.7413296954263,0
0.629,78.7652018968081,0
0.63,78.7890683337099,0
0.631,78.8129290044722,0
0.632,78.8367839077271,0
0.633,78.8606330423943,0
0.634,78.884476407683,0
0.635,78.9083140030828,0
0.636,78.932145828368,0
0.637,78.9559718835921,0
0.638,78.9797921690845,0
0.639,79.0036066854508,0
0.64,79.0274154335691,0
0.641,79.0512184145857,0
0.642,79.0750156299198,0
0.643,79.0988070812527,0
0.644,79.1225927705287,0
0.645,79.1463726999562,0
0.646,79.1701468719997,0
0.647,79.1939152893823,0
0.648,79.2176779550809,0
0.649,79.2414348723228,0
0.65,79.2651860445864,0
0.651,79.2889314755983,0
0.652,79.312671169329,0
0.653,79.3364051299919,0
0.654,79.3601333620401,0
0.655,79.3838558701672,0
0.656,79.4075726593002,0
0.657,79.4312837346016,0
0.658,79.4549891014643,0
0.659,79.4786887655097,0
0.66,79.50238273259,0
0.661,79.5260710087759,0
0.662,79.549753600365,0
0.663,79.5734305138715,0
0.664,79.5971017560307,0
0.665,79.6207673337905,0
0.666,79.6444272543126,0
0.667,79.6680815249694,0
0.668,79.6917301533429,0
0.669,79.7153731472192,0
0.67,79.7390105145906,0
0.671,79.7626422636488,0
0.672,79.7862684027873,0
0.673,79.809888940597,0
0.674,79.8335038858618,0
0.675,79.8571132475576,0
0.676,79.8807170348525,0
0.677,79.9043152571016,0
0.678,79.9279079238458,0
0.679,79.9514950448092,0
0.68,79.9750766298991,0
0.681,79.9986526891984,0
0.682,80.0222232329705,0
0.683,80.0457882716509,0
0.684,80.0693478158463,0
0.685,80.0929018763359,0
0.686,80.1164504640638,0
0.687,80.1399935901397,0
0.688,80.1635312658364,1
0.689,80.1870635025897,0
0.69,80.2105903119919,0
0.691,80.2341117057918,0
0.692,80.2576276958926,0
0.693,80.2811382943493,0
0.694,80.3046435133649,0
0.695,80.3281433652892,0
0.696,80.351637862618,0
0.697,80.3751270179893,0
0.698,80.3986108441819,0
0.699,80.4220893541113,0
0.7,80.4455625608294,0
0.701,80.4690304775206,0
0.702,80.4924931175017,0
0.703,80.5159504942181,0
0.704,80.5394026212419,0
0.705,80.5628495122691,0
0.706,80.5862911811172,0
0.707,80.6097276417224,0
0.708,80.6331589081384,0
0.709,80.6565849945377,0
0.71,80.6800059152012,0
0.711,80.7034216845222,0
0.712,80.7268323170021,0
0.713,80.7502378272494,0
0.714,80.7736382299745,0
0.715,80.7970335399893,0
0.716,80.8204237722051,0
0.717,80.8438089416302,0
0.718,80.8671890633683,0
0.719,80.8905641526124,0
0.72,80.9139342246474,0
0.721,80.9372992948441,0
0.722,80.9606593786594,0
0.723,80.9840144916353,0
0.724,81.0073646493904,0
0.725,81.0307098676257,0
0.726,81.0540501621154,0
0.727,81.0773855487075,0
0.728,81.1007160433219,0
0.729,81.1240416619477,0
0.73,81.1473624206409,0
0.731,81.1706783355218,0
0.732,81.1939894227711,0
0.733,81.2172956986317,0
0.734,81.2405971794003,0
0.735,81.263893881431,0
0.736,81.287185821131,0
0.737,81.3104730149568,0
0.738,81.333755479415,0
0.739,81.3570332310558,0
0.74,81.3803062864724,0
0.741,81.403574662301,0
0.742,81.4268383752149,0
0.743,81.4500974419236,0
0.744,81.4733518791712,0
0.745,81.4966017037331,0
0.746,81.5198469324136,0
0.747,81.5430875820435,0
0.748,81.5663236694796,0
0.749,81.5895552115997,0
0.75,81.6127822253007,0
0.751,81.6360047274974,0
0.752,81.6592227351188,0
0.753,81.6824362651073,0
0.754,81.7056453344164,0
0.755,81.7288499600059,0
0.756,81.7520501588409,0
0.757,81.7752459478906,0
0.758,81.7984373441234,0
0.759,81.821624364507,0
0.76,81.8448070260037,0
0.761,81.86798534557,0
0.762,81.8911593401532,0
0.763,81.9143290266875,0
0.764,81.9374944220958,0
0.765,81.9606555432819,0
0.766,81.9838124071329,0
0.767,82.006965030513,0
0.768,82.0301134302648,0
0.769,82.0532576232023,0
0.77,82.0763976261126,0
0.771,82.0995334557509,0
0.772,82.1226651288401,0
0.773,82.145792662066,0
0.774,82.1689160720752,0
0.775,82.1920353754747,0
0.776,82.2151505888279,0
0.777,82.2382617286516,0
0.778,82.2613688114158,0
0.779,82.2844718535377,0
0.78,82.307570871382,0
0.781,82.330665881258,0
0.782,82.3537568994151,0
0.783,82.3768439420429,0
0.784,82.3999270252678,0
0.785,82.4230061651498,0
0.786,82.4460813776803,0
0.787,82.46915267878,0
0.788,82.4922200842955,0
0.789,82.5152836099974,0
0.79,82.5383432715776,0
0.791,82.5613990846484,0
0.792,82.5844510647362,0
0.793,82.6074992272818,0
0.794,82.6305435876386,0
0.795,82.6535841610661,0
0.796,82.6766209627306,0
0.797,82.6996540077029,0
0.798,82.7226833109531,0
0.799,82.7457088873493,0
0.8,82.768730751657,0
0.801,82.7917489185333,0
0.802,82.814763402525,0
0.803,82.8377742180678,0
0.804,82.8607813794826,0
0.805,82.8837849009723,0
0.806,82.9067847966186,0
0.807,82.9297810803809,0
0.808,82.9527737660936,0
0.809,82.975762867463,0
0.81,82.9987483980646,0
0.811,83.0217303713393,0
0.812,83.0447088005927,0
0.813,83.0676836989918,0
0.814,83.0906550795614,0
0.815,83.1136229551826,0
0.816,83.1365873385888,0
0.817,83.1595482423646,0
0.818,83.1825056789408,0
0.819,83.2054596605955,0
0.82,83.2284101994471,0
0.821,83.2513573074534,0
0.822,83.2743009964083,0
0.823,83.297241277941,0
0.824,83.3201781635119,0
0.825,83.3431116644083,0
0.826,83.3660417917439,0
0.827,83.3889685564555,0
0.828,83.4118919692993,0
0.829,83.4348120408488,0
0.83,83.4577287814931,0
0.831,83.4806422014312,0
0.832,83.5035523106722,0
0.833,83.5264591190308,0
0.834,83.5493626361235,0
0.835,83.5722628713692,0
0.836,83.5951598339833,0
0.837,83.6180535329752,0
0.838,83.6409439771463,0
0.839,83.6638311750888,0
0.84,83.686715135178,0
0.841,83.7095958655735,0
0.842,83.7324733742158,0
0.843,83.7553476688217,0
0.844,83.7782187568837,0
0.845,83.8010866456637,0
0.846,83.8239513421938,0
0.847,83.846812853271,0
0.848,83.8696711854547,0
0.849,83.8925263450655,0
0.85,83.9153783381797,0
0.851,83.9382271706275,0
0.852,83.9610728479907,0
0.853,83.9839153755978,0
0.854,84.0067547585224,0
0.855,84.0295910015812,0
0.856,84.052424109328,0
0.857,84.0752540860539,0
0.858,84.0980809357823,0
0.859,84.1209046622659,0
0.86,84.1437252689857,0
0.861,84.1665427591451,0
0.862,84.1893571356683,0
0.863,84.2121684011977,0
0.864,84.2349765580909,0
0.865,84.2577816084149,0
0.866,84.2805835539464,0
0.867,84.3033823961677,0
0.868,84.3261781362637,0
0.869,84.3489707751168,0
0.87,84.3717603133072,0
0.871,84.394546751106,0
0.872,84.4173300884757,0
0.873,84.4401103250649,0
0.874,84.4628874602054,0
0.875,84.4856614929093,0
0.876,84.5084324218667,0
0.877,84.5312002454402,0
0.878,84.5539649616641,0
0.879,84.57672656824,0
0.88,84.5994850625339,0
0.881,84.6222404415724,0
0.882,84.6449927020417,0
0.883,84.6677418402809,0
0.884,84.6904878522815,0
0.885,84.7132307336818,0
0.886,84.735970479767,0
0.887,84.7587070854631,0
0.888,84.7814405453346,0
0.889,84.8041708535812,0
0.89,84.8268980040341,0
0.891,84.8496219901539,0
0.892,84.872342805025,0
0.893,84.8950604413557,0
0.894,84.917774891471,0
0.895,84.9404861473126,0
0.896,84.9631942004332,0
0.897,84.9858990419951,0
0.898,85.0086006627658,0
0.899,85.031299053113,0
0.9,85.0539942030053,0
0.901,85.0766861020044,0
0.902,85.0993747392657,0
0.903,85.1220601035303,0
0.904,85.1447421831269,0
0.905,85.167420965964,0
0.906,85.19009643953,0
0.907,85.2127685908862,0
0.908,85.2354374066656,0
0.909,85.2581028730683,0
0.91,85.280764975861,0
0.911,85.3034237003696,0
0.912,85.3260790314771,0
0.913,85.348730953621,0
0.914,85.3713794507892,0
0.915,85.3940245065164,0
0.916,85.4166661038806,0
0.917,85.4393042254998,0
0.918,85.461938853529,0
0.919,85.4845699696561,0
0.92,85.5071975550968,0
0.921,85.5298215905937,0
0.922,85.5524420564109,0
0.923,85.5750589323323,0
0.924,85.5976721976554,0
0.925,85.62028183119,0
0.926,85.6428878112527,0
0.927,85.665490115666,0
0.928,85.6880887217525,0
0.929,85.7106836063325,0
0.93,85.7332747457184,0
0.931,85.7558621157138,0
0.932,85.7784456916073,0
0.933,85.8010254481716,0
0.934,85.8236013596561,0
0.935,85.8461733997861,0
0.936,85.8687415417605,0
0.937,85.8913057582434,0
0.938,85.9138660213649,0
0.939,85.9364223027156,0
0.94,85.9589745733417,0
0.941,85.9815228037442,0
0.942,86.0040669638716,0
0.943,86.0266070231199,0
0.944,86.0491429503266,0
0.945,86.071674713767,0
0.946,86.0942022811508,0
0.947,86.1167256196191,0
0.948,86.1392446957397,0
0.949,86.1617594755034,0
0.95,86.184269924322,0
0.951,86.2067760070199,0
0.952,86.2292776878361,0
0.953,86.2517749304173,0
0.954,86.2742676978139,0
0.955,86.2967559524789,0
0.956,86.319239656259,0
0.957,86.3417187703954,0
0.958,86.3641932555189,0
0.959,86.3866630716441,0
0.96,86.4091281781684,0
0.961,86.4315885338658,0
0.962,86.454044096886,0
0.963,86.4764948247472,0
0.964,86.4989406743331,0
0.965,86.521381601892,0
0.966,86.5438175630291,0
0.967,86.5662485127032,0
0.968,86.5886744052246,0
0.969,86.6110951942529,0
0.97,86.6335108327858,0
0.971,86.6559212731631,0
0.972,86.6783264670595,0
0.973,86.7007263654795,0
0.974,86.7231209189631,0
0.975,86.7455100784097,0
0.976,86.7678937952817,0
0.977,86.7902720216007,0
0.978,86.812644709952,0
0.979,86.8350118134719,0
0.98,86.8573732858535,0
0.981,86.8797290813428,0
0.982,86.9020791547314,0
0.983,86.9244234613608,0
0.984,86.9467619571178,0
0.985,86.9690945984284,0
0.986,86.9914213422605,0
0.987,87.0137421461193,0
0.988,87.0360569680446,0
0.989,87.0583657666096,0
0.99,87.0806685009155,0
0.991,87.102965130593,0
0.992,87.1252556157982,0
0.993,87.1475399172112,0
0.994,87.1698179960318,0
0.995,87.1920898139781,0
0.996,87.2143553332841,0
0.997,87.236614516697,0
0.998,87.2588673274737,0
0.999,87.2811137293829,0
1,87.3033536866965,0
1.001,87.3255871641891,0
1.002,87.3478141271405,0
1.003,87.3700345413275,0
1.004,87.392248373023,0
1.005,87.4144555889966,0
