Var1,Var2
0.381,-0.0254451798965169
0.382,-0.0374379967837092
0.383,-0.0374379967837092
0.384,-0.0374379967837092
0.385,-0.0374379967837092
0.386,-0.0374379967837092
0.387,-0.0374379967837092
0.388,-0.0494308136709015
0.389,-0.0494308136709015
0.39,-0.0614236305580938
0.391,-0.0494308136709015
0.392,-0.0494308136709015
0.393,-0.0494308136709015
0.394,-0.0494308136709015
0.395,-0.0494308136709015
0.396,-0.0374379967837092
0.397,-0.0374379967837092
0.398,-0.0254451798965169
0.399,-0.0374379967837092
0.4,-0.0374379967837092
0.401,-0.0494308136709015
0.402,-0.0494308136709015
0.403,-0.0614236305580938
0.404,-0.0614236305580938
0.405,-0.0494308136709015
0.406,-0.0374379967837092
0.407,-0.0254451798965169
0.408,-0.0134523630093246
0.409,-0.0134523630093246
0.41,-0.0254451798965169
0.411,-0.0254451798965169
0.412,-0.0254451798965169
0.413,-0.0134523630093246
0.414,0.01053327076506
0.415,0.0225260876522523
0.416,0.0225260876522523
0.417,0.0225260876522523
0.418,0.0225260876522523
0.419,0.0225260876522523
0.42,0.01053327076506
0.421,-0.00145954612213226
0.422,-0.00145954612213226
0.423,-0.00145954612213226
0.424,-0.00145954612213226
0.425,-0.0134523630093246
0.426,-0.0254451798965169
0.427,-0.0374379967837092
0.428,-0.0614236305580938
0.429,-0.0614236305580938
0.43,-0.0614236305580938
0.431,-0.0494308136709015
0.432,-0.0494308136709015
0.433,-0.0494308136709015
0.434,-0.0494308136709015
0.435,-0.0614236305580938
0.436,-0.0614236305580938
0.437,-0.0614236305580938
0.438,-0.0614236305580938
0.439,-0.0614236305580938
0.44,-0.0614236305580938
0.441,-0.0614236305580938
0.442,-0.0494308136709015
0.443,-0.0614236305580938
0.444,-0.0614236305580938
0.445,-0.0734164474452861
0.446,-0.0854092643324784
0.447,-0.0854092643324784
0.448,-0.0974020812196707
0.449,-0.109394898106863
0.45,-0.121387714994055
0.451,-0.121387714994055
0.452,-0.109394898106863
0.453,-0.109394898106863
0.454,-0.109394898106863
0.455,-0.121387714994055
0.456,-0.133380531881248
0.457,-0.133380531881248
0.458,-0.121387714994055
0.459,-0.121387714994055
0.46,-0.133380531881248
0.461,-0.133380531881248
0.462,-0.133380531881248
0.463,-0.14537334876844
0.464,-0.14537334876844
0.465,-0.157366165655632
0.466,-0.157366165655632
0.467,-0.157366165655632
0.468,-0.157366165655632
0.469,-0.157366165655632
0.47,-0.157366165655632
0.471,-0.157366165655632
0.472,-0.169358982542825
0.473,-0.169358982542825
0.474,-0.169358982542825
0.475,-0.169358982542825
0.476,-0.169358982542825
0.477,-0.169358982542825
0.478,-0.181351799430017
0.479,-0.169358982542825
0.48,-0.157366165655632
0.481,-0.157366165655632
0.482,-0.157366165655632
0.483,-0.14537334876844
0.484,-0.121387714994055
0.485,-0.133380531881248
0.486,-0.133380531881248
0.487,-0.14537334876844
0.488,-0.133380531881248
0.489,-0.133380531881248
0.49,-0.133380531881248
0.491,-0.121387714994055
0.492,-0.109394898106863
0.493,-0.109394898106863
0.494,-0.109394898106863
0.495,-0.121387714994055
0.496,-0.109394898106863
0.497,-0.109394898106863
0.498,-0.109394898106863
0.499,-0.133380531881248
0.5,-0.14537334876844
0.501,-0.157366165655632
0.502,-0.169358982542825
0.503,-0.181351799430017
0.504,-0.193344616317209
0.505,-0.205337433204401
0.506,-0.205337433204401
0.507,-0.217330250091594
0.508,-0.229323066978786
0.509,-0.229323066978786
0.51,-0.241315883865978
0.511,-0.241315883865978
0.512,-0.241315883865978
0.513,-0.241315883865978
0.514,-0.241315883865978
0.515,-0.241315883865978
0.516,-0.241315883865978
0.517,-0.241315883865978
0.518,-0.265301517640363
0.519,-0.277294334527555
0.52,-0.289287151414748
0.521,-0.30127996830194
0.522,-0.313272785189132
0.523,-0.325265602076325
0.524,-0.325265602076325
0.525,-0.325265602076325
0.526,-0.337258418963517
0.527,-0.349251235850709
0.528,-0.361244052737901
0.529,-0.373236869625094
0.53,-0.373236869625094
0.531,-0.385229686512286
0.532,-0.397222503399478
0.533,-0.397222503399478
0.534,-0.409215320286671
0.535,-0.409215320286671
0.536,-0.421208137173863
0.537,-0.409215320286671
0.538,-0.409215320286671
0.539,-0.421208137173863
0.54,-0.433200954061055
0.541,-0.445193770948248
0.542,-0.45718658783544
0.543,-0.481172221609824
0.544,-0.493165038497017
0.545,-0.505157855384209
0.546,-0.505157855384209
0.547,-0.517150672271401
0.548,-0.529143489158594
0.549,-0.541136306045786
0.55,-0.553129122932978
0.551,-0.565121939820171
0.552,-0.577114756707363
0.553,-0.577114756707363
0.554,-0.577114756707363
0.555,-0.589107573594555
0.556,-0.601100390481748
0.557,-0.601100390481748
0.558,-0.61309320736894
0.559,-0.61309320736894
0.56,-0.601100390481748
0.561,-0.589107573594555
0.562,-0.577114756707363
0.563,-0.565121939820171
0.564,-0.553129122932978
0.565,-0.553129122932978
0.566,-0.541136306045786
0.567,-0.541136306045786
0.568,-0.553129122932978
0.569,-0.541136306045786
0.57,-0.541136306045786
0.571,-0.553129122932978
0.572,-0.553129122932978
0.573,-0.553129122932978
0.574,-0.553129122932978
0.575,-0.553129122932978
0.576,-0.553129122932978
0.577,-0.541136306045786
0.578,-0.541136306045786
0.579,-0.541136306045786
0.58,-0.529143489158594
0.581,-0.529143489158594
0.582,-0.529143489158594
0.583,-0.541136306045786
0.584,-0.541136306045786
0.585,-0.541136306045786
0.586,-0.541136306045786
0.587,-0.541136306045786
0.588,-0.529143489158594
0.589,-0.517150672271401
0.59,-0.517150672271401
0.591,-0.505157855384209
0.592,-0.505157855384209
0.593,-0.481172221609824
0.594,-0.481172221609824
0.595,-0.469179404722632
0.596,-0.469179404722632
0.597,-0.45718658783544
0.598,-0.445193770948248
0.599,-0.445193770948248
0.6,-0.445193770948248
0.601,-0.445193770948248
0.602,-0.433200954061055
0.603,-0.445193770948248
0.604,-0.445193770948248
0.605,-0.45718658783544
0.606,-0.45718658783544
0.607,-0.45718658783544
0.608,-0.45718658783544
0.609,-0.45718658783544
0.61,-0.469179404722632
0.611,-0.469179404722632
0.612,-0.481172221609824
0.613,-0.493165038497017
0.614,-0.493165038497017
0.615,-0.493165038497017
0.616,-0.505157855384209
0.617,-0.517150672271401
0.618,-0.529143489158594
0.619,-0.529143489158594
0.62,-0.529143489158594
0.621,-0.529143489158594
0.622,-0.517150672271401
0.623,-0.517150672271401
0.624,-0.505157855384209
0.625,-0.493165038497017
0.626,-0.493165038497017
0.627,-0.481172221609824
0.628,-0.481172221609824
0.629,-0.469179404722632
0.63,-0.45718658783544
0.631,-0.445193770948248
0.632,-0.433200954061055
0.633,-0.433200954061055
0.634,-0.421208137173863
0.635,-0.409215320286671
0.636,-0.397222503399478
0.637,-0.385229686512286
0.638,-0.373236869625094
0.639,-0.373236869625094
0.64,-0.373236869625094
0.641,-0.361244052737901
0.642,-0.337258418963517
0.643,-0.325265602076325
0.644,-0.30127996830194
0.645,-0.289287151414748
0.646,-0.289287151414748
0.647,-0.277294334527555
0.648,-0.277294334527555
0.649,-0.265301517640363
0.65,-0.265301517640363
0.651,-0.265301517640363
0.652,-0.253308700753171
0.653,-0.241315883865978
0.654,-0.241315883865978
0.655,-0.229323066978786
0.656,-0.217330250091594
0.657,-0.205337433204401
0.658,-0.193344616317209
0.659,-0.193344616317209
0.66,-0.205337433204401
0.661,-0.205337433204401
0.662,-0.217330250091594
0.663,-0.241315883865978
0.664,-0.241315883865978
0.665,-0.241315883865978
0.666,-0.229323066978786
0.667,-0.217330250091594
0.668,-0.205337433204401
0.669,-0.181351799430017
0.67,-0.133380531881248
0.671,-0.0494308136709015
0.672,0.0585045383138293
0.673,0.226403974734522
0.674,0.418289044929598
0.675,0.670138199560637
0.676,0.933980171078868
0.677,1.1978221425971
0.678,1.48564974788971
0.679,1.77347735318233
0.68,2.04931214158775
0.681,2.31315411310598
0.682,2.56500326773702
0.683,2.80485960548087
0.684,3.03272312633752
0.685,3.26058664719418
0.686,3.44047890050206
0.687,3.56040706937398
0.688,3.60837833692275
0.689,3.5364214355996
0.69,3.30855791474294
0.691,2.90080214057841
0.692,2.38511101442914
0.693,1.78547017006952
0.694,1.14985087504833
0.695,0.514231580027137
0.696,-0.121387714994055
0.697,-0.721028559353671
0.698,-1.24871250239013
0.699,-1.70443954410344
0.7,-2.06422405071921
0.701,-2.30408038846305
0.702,-2.43600137422217
0.703,-2.48397264177094
0.704,-2.44799419110936
0.705,-2.35205165601182
0.706,-2.19614503647832
0.707,-2.01625278317044
0.708,-1.82436771297536
0.709,-1.63248264278029
0.71,-1.44059757258521
0.711,-1.24871250239013
0.712,-1.08081306596944
0.713,-0.912913629548748
0.714,-0.780992643789632
0.715,-0.673057291804901
0.716,-0.565121939820171
0.717,-0.469179404722632
0.718,-0.397222503399478
0.719,-0.337258418963517
0.72,-0.277294334527555
0.721,-0.229323066978786
0.722,-0.181351799430017
0.723,-0.14537334876844
0.724,-0.121387714994055
0.725,-0.0854092643324784
0.726,-0.0734164474452861
0.727,-0.0494308136709015
0.728,-0.0374379967837092
0.729,-0.0134523630093246
0.73,-0.00145954612213226
0.731,-0.00145954612213226
0.732,0.01053327076506
0.733,0.01053327076506
0.734,0.01053327076506
0.735,0.0225260876522523
0.736,0.0225260876522523
0.737,0.0345189045394447
0.738,0.0345189045394447
0.739,0.046511721426637
0.74,0.0585045383138293
0.741,0.0585045383138293
0.742,0.0585045383138293
0.743,0.0585045383138293
0.744,0.0585045383138293
0.745,0.0585045383138293
0.746,0.0704973552010216
0.747,0.0704973552010216
0.748,0.0824901720882139
0.749,0.0824901720882139
0.75,0.0824901720882139
0.751,0.0944829889754062
0.752,0.0944829889754062
0.753,0.0944829889754062
0.754,0.106475805862598
0.755,0.0944829889754062
0.756,0.0944829889754062
0.757,0.0944829889754062
0.758,0.0944829889754062
0.759,0.106475805862598
0.76,0.106475805862598
0.761,0.106475805862598
0.762,0.118468622749791
0.763,0.118468622749791
0.764,0.106475805862598
0.765,0.106475805862598
0.766,0.0944829889754062
0.767,0.0944829889754062
0.768,0.0944829889754062
0.769,0.0824901720882139
0.77,0.0824901720882139
0.771,0.0704973552010216
0.772,0.0824901720882139
0.773,0.0824901720882139
0.774,0.0944829889754062
0.775,0.0944829889754062
0.776,0.0944829889754062
0.777,0.106475805862598
0.778,0.106475805862598
0.779,0.106475805862598
0.78,0.106475805862598
0.781,0.118468622749791
0.782,0.118468622749791
0.783,0.118468622749791
0.784,0.118468622749791
0.785,0.118468622749791
0.786,0.118468622749791
0.787,0.118468622749791
0.788,0.118468622749791
0.789,0.118468622749791
0.79,0.106475805862598
0.791,0.106475805862598
0.792,0.106475805862598
0.793,0.106475805862598
0.794,0.106475805862598
0.795,0.106475805862598
0.796,0.106475805862598
0.797,0.106475805862598
0.798,0.106475805862598
0.799,0.118468622749791
0.8,0.118468622749791
0.801,0.118468622749791
0.802,0.118468622749791
0.803,0.118468622749791
0.804,0.130461439636983
0.805,0.142454256524175
0.806,0.154447073411368
0.807,0.154447073411368
0.808,0.16643989029856
0.809,0.178432707185752
0.81,0.178432707185752
0.811,0.190425524072945
0.812,0.202418340960137
0.813,0.214411157847329
0.814,0.214411157847329
0.815,0.226403974734522
0.816,0.226403974734522
0.817,0.214411157847329
0.818,0.214411157847329
0.819,0.214411157847329
0.82,0.214411157847329
0.821,0.202418340960137
0.822,0.202418340960137
0.823,0.202418340960137
0.824,0.190425524072945
0.825,0.178432707185752
0.826,0.178432707185752
0.827,0.16643989029856
0.828,0.16643989029856
0.829,0.16643989029856
0.83,0.16643989029856
0.831,0.16643989029856
0.832,0.16643989029856
0.833,0.16643989029856
0.834,0.154447073411368
0.835,0.16643989029856
0.836,0.154447073411368
0.837,0.154447073411368
0.838,0.154447073411368
0.839,0.154447073411368
0.84,0.16643989029856
0.841,0.16643989029856
0.842,0.178432707185752
0.843,0.190425524072945
0.844,0.190425524072945
0.845,0.190425524072945
0.846,0.190425524072945
0.847,0.190425524072945
0.848,0.190425524072945
0.849,0.190425524072945
0.85,0.178432707185752
0.851,0.190425524072945
0.852,0.190425524072945
0.853,0.190425524072945
0.854,0.190425524072945
0.855,0.190425524072945
0.856,0.202418340960137
0.857,0.202418340960137
0.858,0.214411157847329
0.859,0.214411157847329
0.86,0.214411157847329
0.861,0.214411157847329
0.862,0.214411157847329
0.863,0.214411157847329
0.864,0.214411157847329
0.865,0.214411157847329
0.866,0.226403974734522
0.867,0.226403974734522
0.868,0.226403974734522
0.869,0.238396791621714
0.87,0.226403974734522
0.871,0.226403974734522
0.872,0.214411157847329
0.873,0.214411157847329
0.874,0.202418340960137
0.875,0.202418340960137
0.876,0.202418340960137
0.877,0.190425524072945
0.878,0.190425524072945
0.879,0.190425524072945
0.88,0.178432707185752
0.881,0.178432707185752
0.882,0.178432707185752
0.883,0.178432707185752
0.884,0.178432707185752
0.885,0.190425524072945
0.886,0.190425524072945
0.887,0.190425524072945
0.888,0.190425524072945
0.889,0.190425524072945
0.89,0.202418340960137
0.891,0.202418340960137
0.892,0.202418340960137
0.893,0.202418340960137
0.894,0.202418340960137
0.895,0.202418340960137
0.896,0.214411157847329
0.897,0.214411157847329
0.898,0.214411157847329
0.899,0.226403974734522
0.9,0.226403974734522
0.901,0.226403974734522
0.902,0.238396791621714
0.903,0.238396791621714
0.904,0.238396791621714
0.905,0.238396791621714
0.906,0.238396791621714
0.907,0.238396791621714
0.908,0.238396791621714
0.909,0.238396791621714
0.91,0.238396791621714
0.911,0.250389608508906
0.912,0.250389608508906
0.913,0.250389608508906
0.914,0.250389608508906
0.915,0.250389608508906
0.916,0.250389608508906
0.917,0.238396791621714
0.918,0.238396791621714
0.919,0.238396791621714
0.92,0.238396791621714
0.921,0.238396791621714
0.922,0.238396791621714
0.923,0.238396791621714
0.924,0.238396791621714
0.925,0.238396791621714
0.926,0.238396791621714
0.927,0.238396791621714
0.928,0.238396791621714
0.929,0.238396791621714
0.93,0.250389608508906
0.931,0.250389608508906
0.932,0.250389608508906
0.933,0.250389608508906
0.934,0.238396791621714
0.935,0.238396791621714
0.936,0.238396791621714
0.937,0.226403974734522
0.938,0.226403974734522
0.939,0.226403974734522
0.94,0.226403974734522
0.941,0.226403974734522
0.942,0.214411157847329
0.943,0.214411157847329
0.944,0.214411157847329
0.945,0.214411157847329
0.946,0.202418340960137
0.947,0.202418340960137
0.948,0.190425524072945
0.949,0.178432707185752
0.95,0.178432707185752
0.951,0.16643989029856
0.952,0.16643989029856
0.953,0.16643989029856
0.954,0.154447073411368
0.955,0.154447073411368
0.956,0.154447073411368
0.957,0.154447073411368
0.958,0.154447073411368
0.959,0.154447073411368
0.96,0.154447073411368
0.961,0.154447073411368
0.962,0.16643989029856
0.963,0.16643989029856
0.964,0.16643989029856
0.965,0.16643989029856
0.966,0.154447073411368
0.967,0.154447073411368
0.968,0.142454256524175
0.969,0.142454256524175
0.97,0.130461439636983
0.971,0.118468622749791
0.972,0.118468622749791
0.973,0.106475805862598
0.974,0.0944829889754062
0.975,0.0944829889754062
0.976,0.0944829889754062
0.977,0.0944829889754062
0.978,0.0944829889754062
0.979,0.0944829889754062
0.98,0.0824901720882139
0.981,0.0944829889754062
0.982,0.0944829889754062
0.983,0.0824901720882139
0.984,0.0824901720882139
0.985,0.0824901720882139
0.986,0.0944829889754062
0.987,0.0944829889754062
0.988,0.0944829889754062
0.989,0.0944829889754062
0.99,0.0944829889754062
0.991,0.106475805862598
0.992,0.106475805862598
0.993,0.106475805862598
0.994,0.106475805862598
0.995,0.118468622749791
0.996,0.118468622749791
0.997,0.118468622749791
0.998,0.130461439636983
0.999,0.130461439636983
1,0.130461439636983
1.001,0.130461439636983
1.002,0.130461439636983
1.003,0.130461439636983
1.004,0.130461439636983
1.005,0.130461439636983
1.006,0.130461439636983
1.007,0.130461439636983
1.008,0.130461439636983
1.009,0.130461439636983
1.01,0.118468622749791
1.011,0.118468622749791
1.012,0.118468622749791
1.013,0.118468622749791
1.014,0.118468622749791
1.015,0.106475805862598
1.016,0.106475805862598
1.017,0.106475805862598
1.018,0.106475805862598
1.019,0.106475805862598
1.02,0.118468622749791
1.021,0.118468622749791
1.022,0.118468622749791
1.023,0.118468622749791
1.024,0.118468622749791
1.025,0.118468622749791
1.026,0.130461439636983
1.027,0.130461439636983
1.028,0.130461439636983
1.029,0.142454256524175
1.03,0.154447073411368
1.031,0.16643989029856
1.032,0.190425524072945
1.033,0.202418340960137
1.034,0.226403974734522
1.035,0.238396791621714
1.036,0.250389608508906
1.037,0.262382425396098
1.038,0.262382425396098
1.039,0.262382425396098
1.04,0.262382425396098
1.041,0.250389608508906
1.042,0.238396791621714
1.043,0.238396791621714
1.044,0.226403974734522
1.045,0.226403974734522
1.046,0.202418340960137
1.047,0.190425524072945
1.048,0.178432707185752
1.049,0.16643989029856
1.05,0.16643989029856
1.051,0.154447073411368
1.052,0.154447073411368
1.053,0.142454256524175
1.054,0.142454256524175
1.055,0.130461439636983
1.056,0.130461439636983
1.057,0.130461439636983
1.058,0.130461439636983
1.059,0.130461439636983
1.06,0.130461439636983
1.061,0.118468622749791
1.062,0.106475805862598
1.063,0.0824901720882139
1.064,0.0704973552010216
1.065,0.0585045383138293
1.066,0.0585045383138293
1.067,0.046511721426637
1.068,0.0345189045394447
1.069,0.0225260876522523
1.07,0.01053327076506
1.071,-0.00145954612213226
1.072,-0.00145954612213226
1.073,-0.0134523630093246
1.074,-0.0254451798965169
1.075,-0.0374379967837092
1.076,-0.0494308136709015
1.077,-0.0614236305580938
1.078,-0.0854092643324784
1.079,-0.0854092643324784
1.08,-0.0974020812196707
1.081,-0.121387714994055
1.082,-0.14537334876844
1.083,-0.169358982542825
1.084,-0.181351799430017
1.085,-0.205337433204401
1.086,-0.229323066978786
1.087,-0.241315883865978
1.088,-0.265301517640363
1.089,-0.265301517640363
1.09,-0.277294334527555
1.091,-0.289287151414748
1.092,-0.289287151414748
1.093,-0.289287151414748
1.094,-0.30127996830194
1.095,-0.30127996830194
1.096,-0.289287151414748
1.097,-0.289287151414748
1.098,-0.289287151414748
1.099,-0.289287151414748
