Var1,Var2
11.505,-0.109394898106863
11.506,-0.0854092643324784
11.507,-0.0734164474452861
11.508,-0.0614236305580938
11.509,-0.0494308136709015
11.51,-0.0494308136709015
11.511,-0.0494308136709015
11.512,-0.0494308136709015
11.513,-0.0494308136709015
11.514,-0.0374379967837092
11.515,-0.0254451798965169
11.516,-0.0134523630093246
11.517,-0.00145954612213226
11.518,0.0225260876522523
11.519,0.0345189045394447
11.52,0.046511721426637
11.521,0.0585045383138293
11.522,0.0585045383138293
11.523,0.046511721426637
11.524,0.0345189045394447
11.525,0.0345189045394447
11.526,0.0345189045394447
11.527,0.0345189045394447
11.528,0.0225260876522523
11.529,0.0345189045394447
11.53,0.0225260876522523
11.531,0.0225260876522523
11.532,0.01053327076506
11.533,0.01053327076506
11.534,-0.00145954612213226
11.535,-0.0134523630093246
11.536,-0.0134523630093246
11.537,-0.0134523630093246
11.538,-0.0254451798965169
11.539,-0.0494308136709015
11.54,-0.0734164474452861
11.541,-0.0974020812196707
11.542,-0.109394898106863
11.543,-0.109394898106863
11.544,-0.121387714994055
11.545,-0.109394898106863
11.546,-0.109394898106863
11.547,-0.109394898106863
11.548,-0.0974020812196707
11.549,-0.0974020812196707
11.55,-0.109394898106863
11.551,-0.109394898106863
11.552,-0.109394898106863
11.553,-0.0974020812196707
11.554,-0.0854092643324784
11.555,-0.0614236305580938
11.556,-0.0254451798965169
11.557,-0.00145954612213226
11.558,0.0225260876522523
11.559,0.046511721426637
11.56,0.0585045383138293
11.561,0.0585045383138293
11.562,0.0585045383138293
11.563,0.0704973552010216
11.564,0.0824901720882139
11.565,0.0944829889754062
11.566,0.106475805862598
11.567,0.106475805862598
11.568,0.118468622749791
11.569,0.130461439636983
11.57,0.142454256524175
11.571,0.142454256524175
11.572,0.154447073411368
11.573,0.16643989029856
11.574,0.16643989029856
11.575,0.16643989029856
11.576,0.16643989029856
11.577,0.16643989029856
11.578,0.154447073411368
11.579,0.154447073411368
11.58,0.154447073411368
11.581,0.16643989029856
11.582,0.178432707185752
11.583,0.178432707185752
11.584,0.16643989029856
11.585,0.16643989029856
11.586,0.154447073411368
11.587,0.154447073411368
11.588,0.154447073411368
11.589,0.154447073411368
11.59,0.16643989029856
11.591,0.16643989029856
11.592,0.178432707185752
11.593,0.202418340960137
11.594,0.214411157847329
11.595,0.226403974734522
11.596,0.238396791621714
11.597,0.250389608508906
11.598,0.262382425396098
11.599,0.274375242283291
11.6,0.274375242283291
11.601,0.286368059170483
11.602,0.286368059170483
11.603,0.298360876057675
11.604,0.298360876057675
11.605,0.310353692944868
11.606,0.298360876057675
11.607,0.298360876057675
11.608,0.298360876057675
11.609,0.286368059170483
11.61,0.274375242283291
11.611,0.262382425396098
11.612,0.262382425396098
11.613,0.262382425396098
11.614,0.262382425396098
11.615,0.250389608508906
11.616,0.226403974734522
11.617,0.190425524072945
11.618,0.154447073411368
11.619,0.118468622749791
11.62,0.0704973552010216
11.621,0.0225260876522523
11.622,0.01053327076506
11.623,-0.00145954612213226
11.624,-0.0134523630093246
11.625,-0.0374379967837092
11.626,-0.0374379967837092
11.627,-0.0254451798965169
11.628,-0.0254451798965169
11.629,-0.0374379967837092
11.63,-0.0614236305580938
11.631,-0.0734164474452861
11.632,-0.0734164474452861
11.633,-0.0614236305580938
11.634,-0.0614236305580938
11.635,-0.0614236305580938
11.636,-0.0854092643324784
11.637,-0.0974020812196707
11.638,-0.109394898106863
11.639,-0.121387714994055
11.64,-0.133380531881248
11.641,-0.157366165655632
11.642,-0.169358982542825
11.643,-0.181351799430017
11.644,-0.169358982542825
11.645,-0.169358982542825
11.646,-0.169358982542825
11.647,-0.181351799430017
11.648,-0.181351799430017
11.649,-0.169358982542825
11.65,-0.157366165655632
11.651,-0.133380531881248
11.652,-0.121387714994055
11.653,-0.121387714994055
11.654,-0.121387714994055
11.655,-0.121387714994055
11.656,-0.133380531881248
11.657,-0.133380531881248
11.658,-0.133380531881248
11.659,-0.133380531881248
11.66,-0.121387714994055
11.661,-0.121387714994055
11.662,-0.109394898106863
11.663,-0.121387714994055
11.664,-0.133380531881248
11.665,-0.157366165655632
11.666,-0.157366165655632
11.667,-0.169358982542825
11.668,-0.157366165655632
11.669,-0.157366165655632
11.67,-0.14537334876844
11.671,-0.157366165655632
11.672,-0.169358982542825
11.673,-0.181351799430017
11.674,-0.193344616317209
11.675,-0.181351799430017
11.676,-0.169358982542825
11.677,-0.181351799430017
11.678,-0.181351799430017
11.679,-0.181351799430017
11.68,-0.193344616317209
11.681,-0.205337433204401
11.682,-0.217330250091594
11.683,-0.217330250091594
11.684,-0.205337433204401
11.685,-0.193344616317209
11.686,-0.193344616317209
11.687,-0.181351799430017
11.688,-0.169358982542825
11.689,-0.157366165655632
11.69,-0.157366165655632
11.691,-0.157366165655632
11.692,-0.157366165655632
11.693,-0.14537334876844
11.694,-0.14537334876844
11.695,-0.133380531881248
11.696,-0.14537334876844
11.697,-0.169358982542825
11.698,-0.169358982542825
11.699,-0.181351799430017
11.7,-0.169358982542825
11.701,-0.157366165655632
11.702,-0.157366165655632
11.703,-0.157366165655632
11.704,-0.169358982542825
11.705,-0.181351799430017
11.706,-0.181351799430017
11.707,-0.193344616317209
11.708,-0.193344616317209
11.709,-0.193344616317209
11.71,-0.193344616317209
11.711,-0.205337433204401
11.712,-0.205337433204401
11.713,-0.205337433204401
11.714,-0.205337433204401
11.715,-0.205337433204401
11.716,-0.193344616317209
11.717,-0.181351799430017
11.718,-0.169358982542825
11.719,-0.169358982542825
11.72,-0.169358982542825
11.721,-0.157366165655632
11.722,-0.14537334876844
11.723,-0.14537334876844
11.724,-0.14537334876844
11.725,-0.157366165655632
11.726,-0.157366165655632
11.727,-0.157366165655632
11.728,-0.14537334876844
11.729,-0.14537334876844
11.73,-0.133380531881248
11.731,-0.121387714994055
11.732,-0.121387714994055
11.733,-0.121387714994055
11.734,-0.133380531881248
11.735,-0.133380531881248
11.736,-0.14537334876844
11.737,-0.157366165655632
11.738,-0.181351799430017
11.739,-0.193344616317209
11.74,-0.181351799430017
11.741,-0.181351799430017
11.742,-0.169358982542825
11.743,-0.157366165655632
11.744,-0.14537334876844
11.745,-0.14537334876844
11.746,-0.14537334876844
11.747,-0.14537334876844
11.748,-0.157366165655632
11.749,-0.157366165655632
11.75,-0.157366165655632
11.751,-0.169358982542825
11.752,-0.157366165655632
11.753,-0.157366165655632
11.754,-0.14537334876844
11.755,-0.121387714994055
11.756,-0.109394898106863
11.757,-0.109394898106863
11.758,-0.0854092643324784
11.759,-0.0734164474452861
11.76,-0.0494308136709015
11.761,-0.0374379967837092
11.762,-0.0134523630093246
11.763,0.01053327076506
11.764,0.01053327076506
11.765,-0.00145954612213226
11.766,-0.0134523630093246
11.767,-0.0254451798965169
11.768,-0.0374379967837092
11.769,-0.0614236305580938
11.77,-0.0614236305580938
11.771,-0.0854092643324784
11.772,-0.0854092643324784
11.773,-0.0614236305580938
11.774,-0.0374379967837092
11.775,0.01053327076506
11.776,0.0585045383138293
11.777,0.106475805862598
11.778,0.130461439636983
11.779,0.142454256524175
11.78,0.118468622749791
11.781,0.0824901720882139
11.782,0.0345189045394447
11.783,-0.0254451798965169
11.784,-0.0974020812196707
11.785,-0.169358982542825
11.786,-0.241315883865978
11.787,-0.289287151414748
11.788,-0.337258418963517
11.789,-0.385229686512286
11.79,-0.421208137173863
11.791,-0.45718658783544
11.792,-0.493165038497017
11.793,-0.505157855384209
11.794,-0.517150672271401
11.795,-0.517150672271401
11.796,-0.505157855384209
11.797,-0.481172221609824
11.798,-0.445193770948248
11.799,-0.409215320286671
11.8,-0.385229686512286
11.801,-0.361244052737901
11.802,-0.337258418963517
11.803,-0.325265602076325
11.804,-0.313272785189132
11.805,-0.325265602076325
11.806,-0.325265602076325
11.807,-0.337258418963517
11.808,-0.349251235850709
11.809,-0.337258418963517
11.81,-0.337258418963517
11.811,-0.325265602076325
11.812,-0.325265602076325
11.813,-0.313272785189132
11.814,-0.30127996830194
11.815,-0.277294334527555
11.816,-0.265301517640363
11.817,-0.229323066978786
11.818,-0.193344616317209
11.819,-0.157366165655632
11.82,-0.121387714994055
11.821,-0.0614236305580938
11.822,-0.0134523630093246
11.823,0.0345189045394447
11.824,0.0704973552010216
11.825,0.106475805862598
11.826,0.130461439636983
11.827,0.154447073411368
11.828,0.178432707185752
11.829,0.178432707185752
11.83,0.178432707185752
11.831,0.178432707185752
11.832,0.154447073411368
11.833,0.130461439636983
11.834,0.0824901720882139
11.835,0.046511721426637
11.836,0.01053327076506
11.837,-0.0254451798965169
11.838,-0.0614236305580938
11.839,-0.0734164474452861
11.84,-0.0854092643324784
11.841,-0.0854092643324784
11.842,-0.0854092643324784
11.843,-0.0854092643324784
11.844,-0.0854092643324784
11.845,-0.0854092643324784
11.846,-0.0734164474452861
11.847,-0.0734164474452861
11.848,-0.0614236305580938
11.849,-0.0374379967837092
11.85,-0.0374379967837092
11.851,-0.0254451798965169
11.852,-0.0254451798965169
11.853,-0.0134523630093246
11.854,-0.00145954612213226
11.855,-0.00145954612213226
11.856,-0.00145954612213226
11.857,0.01053327076506
11.858,0.0225260876522523
11.859,0.0225260876522523
11.86,0.0225260876522523
11.861,0.01053327076506
11.862,0.01053327076506
11.863,-0.00145954612213226
11.864,-0.00145954612213226
11.865,-0.0134523630093246
11.866,-0.0134523630093246
11.867,-0.0134523630093246
11.868,-0.00145954612213226
11.869,-0.00145954612213226
11.87,-0.00145954612213226
11.871,-0.00145954612213226
11.872,-0.00145954612213226
11.873,-0.00145954612213226
11.874,-0.00145954612213226
11.875,0.01053327076506
11.876,0.01053327076506
11.877,-0.00145954612213226
11.878,-0.0134523630093246
11.879,-0.0254451798965169
11.88,-0.0494308136709015
11.881,-0.0614236305580938
11.882,-0.0974020812196707
11.883,-0.133380531881248
11.884,-0.157366165655632
11.885,-0.193344616317209
11.886,-0.217330250091594
11.887,-0.241315883865978
11.888,-0.265301517640363
11.889,-0.277294334527555
11.89,-0.289287151414748
11.891,-0.313272785189132
11.892,-0.313272785189132
11.893,-0.313272785189132
11.894,-0.289287151414748
11.895,-0.277294334527555
11.896,-0.241315883865978
11.897,-0.229323066978786
11.898,-0.205337433204401
11.899,-0.193344616317209
11.9,-0.193344616317209
11.901,-0.193344616317209
11.902,-0.193344616317209
11.903,-0.193344616317209
11.904,-0.193344616317209
11.905,-0.205337433204401
11.906,-0.217330250091594
11.907,-0.217330250091594
11.908,-0.217330250091594
11.909,-0.229323066978786
11.91,-0.229323066978786
11.911,-0.241315883865978
11.912,-0.241315883865978
11.913,-0.241315883865978
11.914,-0.241315883865978
11.915,-0.229323066978786
11.916,-0.229323066978786
11.917,-0.217330250091594
11.918,-0.205337433204401
11.919,-0.181351799430017
11.92,-0.157366165655632
11.921,-0.133380531881248
11.922,-0.109394898106863
11.923,-0.0734164474452861
11.924,-0.0494308136709015
11.925,-0.0254451798965169
11.926,-0.00145954612213226
11.927,0.0345189045394447
11.928,0.0585045383138293
11.929,0.0704973552010216
11.93,0.0944829889754062
11.931,0.118468622749791
11.932,0.142454256524175
11.933,0.16643989029856
11.934,0.178432707185752
11.935,0.178432707185752
11.936,0.178432707185752
11.937,0.16643989029856
11.938,0.154447073411368
11.939,0.142454256524175
11.94,0.142454256524175
11.941,0.130461439636983
11.942,0.130461439636983
11.943,0.118468622749791
11.944,0.106475805862598
11.945,0.118468622749791
11.946,0.154447073411368
11.947,0.226403974734522
11.948,0.334339326719252
11.949,0.490245946252752
11.95,0.670138199560637
11.951,0.874016086642906
11.952,1.10187960749956
11.953,1.32974312835621
11.954,1.54561383232568
11.955,1.77347735318233
11.956,2.00134087403898
11.957,2.24119721178283
11.958,2.48105354952668
11.959,2.72090988727052
11.96,2.96076622501437
11.961,3.18862974587102
11.962,3.35652918229171
11.963,3.41649326672768
11.964,3.39250763295329
11.965,3.21261537964541
11.966,2.86482368991683
11.967,2.43308228197791
11.968,1.91739115582864
11.969,1.37771439590498
11.97,0.814052002206945
11.971,0.262382425396098
11.972,-0.253308700753171
11.973,-0.733021376240863
11.974,-1.1407771504054
11.975,-1.4525903894724
11.976,-1.66846109344186
11.977,-1.80038207920098
11.978,-1.86034616363694
11.979,-1.86034616363694
11.98,-1.81237489608817
11.981,-1.70443954410344
11.982,-1.57251855834432
11.983,-1.42860475569802
11.984,-1.28469095305171
11.985,-1.1407771504054
11.986,-1.00885616464629
11.987,-0.876935178887171
11.988,-0.757007010015248
11.989,-0.649071658030517
11.99,-0.565121939820171
11.991,-0.481172221609824
11.992,-0.421208137173863
11.993,-0.373236869625094
11.994,-0.337258418963517
11.995,-0.313272785189132
11.996,-0.289287151414748
11.997,-0.277294334527555
11.998,-0.277294334527555
11.999,-0.277294334527555
12,-0.289287151414748
12.001,-0.289287151414748
12.002,-0.313272785189132
12.003,-0.325265602076325
12.004,-0.349251235850709
12.005,-0.385229686512286
12.006,-0.409215320286671
12.007,-0.421208137173863
12.008,-0.433200954061055
12.009,-0.433200954061055
12.01,-0.433200954061055
12.011,-0.445193770948248
12.012,-0.445193770948248
12.013,-0.45718658783544
12.014,-0.469179404722632
12.015,-0.469179404722632
12.016,-0.481172221609824
12.017,-0.469179404722632
12.018,-0.45718658783544
12.019,-0.433200954061055
12.02,-0.421208137173863
12.021,-0.409215320286671
12.022,-0.409215320286671
12.023,-0.409215320286671
12.024,-0.385229686512286
12.025,-0.373236869625094
12.026,-0.349251235850709
12.027,-0.337258418963517
12.028,-0.325265602076325
12.029,-0.313272785189132
12.03,-0.313272785189132
12.031,-0.313272785189132
12.032,-0.313272785189132
12.033,-0.325265602076325
12.034,-0.349251235850709
12.035,-0.373236869625094
12.036,-0.397222503399478
12.037,-0.421208137173863
12.038,-0.445193770948248
12.039,-0.445193770948248
12.04,-0.445193770948248
12.041,-0.445193770948248
12.042,-0.421208137173863
12.043,-0.421208137173863
12.044,-0.409215320286671
12.045,-0.397222503399478
12.046,-0.373236869625094
12.047,-0.349251235850709
12.048,-0.337258418963517
12.049,-0.337258418963517
12.05,-0.325265602076325
12.051,-0.313272785189132
12.052,-0.289287151414748
12.053,-0.277294334527555
12.054,-0.277294334527555
12.055,-0.289287151414748
12.056,-0.289287151414748
12.057,-0.265301517640363
12.058,-0.265301517640363
12.059,-0.253308700753171
12.06,-0.253308700753171
12.061,-0.253308700753171
12.062,-0.253308700753171
12.063,-0.253308700753171
12.064,-0.241315883865978
12.065,-0.229323066978786
12.066,-0.217330250091594
12.067,-0.193344616317209
12.068,-0.169358982542825
12.069,-0.157366165655632
12.07,-0.133380531881248
12.071,-0.109394898106863
12.072,-0.0974020812196707
12.073,-0.0854092643324784
12.074,-0.0734164474452861
12.075,-0.0494308136709015
12.076,-0.0494308136709015
12.077,-0.0614236305580938
12.078,-0.0734164474452861
12.079,-0.0854092643324784
12.08,-0.109394898106863
12.081,-0.121387714994055
12.082,-0.14537334876844
12.083,-0.157366165655632
12.084,-0.169358982542825
12.085,-0.169358982542825
12.086,-0.169358982542825
12.087,-0.157366165655632
12.088,-0.14537334876844
12.089,-0.121387714994055
12.09,-0.0854092643324784
12.091,-0.0734164474452861
12.092,-0.0494308136709015
12.093,-0.0374379967837092
12.094,-0.0134523630093246
12.095,-0.0254451798965169
12.096,-0.0494308136709015
12.097,-0.0974020812196707
12.098,-0.14537334876844
12.099,-0.205337433204401
12.1,-0.253308700753171
12.101,-0.313272785189132
12.102,-0.349251235850709
12.103,-0.373236869625094
12.104,-0.373236869625094
12.105,-0.361244052737901
12.106,-0.349251235850709
12.107,-0.337258418963517
12.108,-0.313272785189132
12.109,-0.30127996830194
12.11,-0.30127996830194
12.111,-0.30127996830194
12.112,-0.30127996830194
12.113,-0.313272785189132
12.114,-0.313272785189132
12.115,-0.337258418963517
12.116,-0.349251235850709
12.117,-0.361244052737901
12.118,-0.385229686512286
12.119,-0.409215320286671
12.12,-0.433200954061055
12.121,-0.45718658783544
12.122,-0.481172221609824
12.123,-0.481172221609824
12.124,-0.481172221609824
12.125,-0.481172221609824
12.126,-0.469179404722632
12.127,-0.445193770948248
12.128,-0.421208137173863
12.129,-0.409215320286671
12.13,-0.385229686512286
12.131,-0.373236869625094
12.132,-0.373236869625094
12.133,-0.373236869625094
12.134,-0.373236869625094
12.135,-0.385229686512286
12.136,-0.373236869625094
12.137,-0.385229686512286
12.138,-0.385229686512286
12.139,-0.397222503399478
12.14,-0.409215320286671
12.141,-0.409215320286671
12.142,-0.409215320286671
12.143,-0.397222503399478
12.144,-0.397222503399478
12.145,-0.385229686512286
12.146,-0.385229686512286
12.147,-0.373236869625094
12.148,-0.385229686512286
12.149,-0.385229686512286
12.15,-0.385229686512286
12.151,-0.385229686512286
12.152,-0.397222503399478
12.153,-0.409215320286671
12.154,-0.421208137173863
12.155,-0.445193770948248
12.156,-0.469179404722632
12.157,-0.481172221609824
12.158,-0.481172221609824
12.159,-0.493165038497017
12.16,-0.505157855384209
12.161,-0.517150672271401
12.162,-0.529143489158594
12.163,-0.541136306045786
12.164,-0.553129122932978
12.165,-0.565121939820171
12.166,-0.565121939820171
12.167,-0.553129122932978
12.168,-0.553129122932978
12.169,-0.541136306045786
12.17,-0.529143489158594
12.171,-0.517150672271401
12.172,-0.505157855384209
12.173,-0.481172221609824
12.174,-0.445193770948248
12.175,-0.421208137173863
12.176,-0.397222503399478
12.177,-0.373236869625094
12.178,-0.361244052737901
12.179,-0.337258418963517
12.18,-0.313272785189132
12.181,-0.289287151414748
12.182,-0.277294334527555
12.183,-0.265301517640363
12.184,-0.253308700753171
12.185,-0.253308700753171
12.186,-0.253308700753171
12.187,-0.253308700753171
12.188,-0.253308700753171
12.189,-0.265301517640363
12.19,-0.277294334527555
12.191,-0.277294334527555
12.192,-0.289287151414748
12.193,-0.30127996830194
12.194,-0.313272785189132
12.195,-0.325265602076325
12.196,-0.337258418963517
12.197,-0.361244052737901
12.198,-0.385229686512286
12.199,-0.409215320286671
12.2,-0.433200954061055
12.201,-0.45718658783544
12.202,-0.481172221609824
12.203,-0.505157855384209
12.204,-0.529143489158594
12.205,-0.553129122932978
12.206,-0.577114756707363
12.207,-0.577114756707363
12.208,-0.577114756707363
12.209,-0.577114756707363
12.21,-0.577114756707363
12.211,-0.577114756707363
12.212,-0.589107573594555
12.213,-0.589107573594555
12.214,-0.601100390481748
12.215,-0.61309320736894
12.216,-0.61309320736894
12.217,-0.61309320736894
12.218,-0.637078841143324
12.219,-0.649071658030517
12.22,-0.673057291804901
12.221,-0.697042925579286
12.222,-0.721028559353671
12.223,-0.733021376240863
12.224,-0.757007010015248
12.225,-0.76899982690244
12.226,-0.792985460676825
12.227,-0.816971094451209
12.228,-0.852949545112786
12.229,-0.888927995774363
12.23,-0.912913629548748
12.231,-0.936899263323132
12.232,-0.948892080210324
12.233,-0.948892080210324
12.234,-0.960884897097517
12.235,-0.960884897097517
12.236,-0.960884897097517
12.237,-0.960884897097517
12.238,-0.948892080210324
12.239,-0.960884897097517
12.24,-0.960884897097517
12.241,-0.960884897097517
12.242,-0.960884897097517
12.243,-0.948892080210324
12.244,-0.936899263323132
12.245,-0.936899263323132
12.246,-0.912913629548748
12.247,-0.900920812661555
12.248,-0.876935178887171
12.249,-0.840956728225594
12.25,-0.816971094451209
12.251,-0.804978277564017
12.252,-0.792985460676825
12.253,-0.792985460676825
12.254,-0.792985460676825
12.255,-0.792985460676825
12.256,-0.804978277564017
12.257,-0.804978277564017
12.258,-0.804978277564017
12.259,-0.828963911338401
12.26,-0.816971094451209
12.261,-0.804978277564017
12.262,-0.780992643789632
12.263,-0.757007010015248
12.264,-0.733021376240863
12.265,-0.697042925579286
12.266,-0.673057291804901
12.267,-0.625086024256132
12.268,-0.601100390481748
12.269,-0.565121939820171
12.27,-0.553129122932978
12.271,-0.541136306045786
12.272,-0.541136306045786
12.273,-0.541136306045786
12.274,-0.541136306045786
12.275,-0.553129122932978
12.276,-0.565121939820171
12.277,-0.577114756707363
12.278,-0.589107573594555
12.279,-0.577114756707363
12.28,-0.577114756707363
12.281,-0.589107573594555
12.282,-0.589107573594555
12.283,-0.577114756707363
12.284,-0.565121939820171
12.285,-0.541136306045786
12.286,-0.529143489158594
12.287,-0.505157855384209
12.288,-0.493165038497017
12.289,-0.469179404722632
12.29,-0.45718658783544
12.291,-0.433200954061055
12.292,-0.409215320286671
12.293,-0.397222503399478
12.294,-0.385229686512286
12.295,-0.373236869625094
12.296,-0.349251235850709
12.297,-0.325265602076325
12.298,-0.313272785189132
12.299,-0.30127996830194
12.3,-0.289287151414748
12.301,-0.277294334527555
12.302,-0.265301517640363
12.303,-0.265301517640363
12.304,-0.277294334527555
12.305,-0.277294334527555
12.306,-0.277294334527555
12.307,-0.289287151414748
12.308,-0.313272785189132
12.309,-0.337258418963517
12.31,-0.349251235850709
12.311,-0.337258418963517
12.312,-0.313272785189132
12.313,-0.289287151414748
12.314,-0.253308700753171
12.315,-0.217330250091594
12.316,-0.181351799430017
12.317,-0.14537334876844
12.318,-0.121387714994055
12.319,-0.109394898106863
12.32,-0.109394898106863
12.321,-0.0974020812196707
12.322,-0.0974020812196707
12.323,-0.0974020812196707
12.324,-0.0974020812196707
12.325,-0.0974020812196707
12.326,-0.0734164474452861
12.327,-0.0494308136709015
12.328,-0.0374379967837092
12.329,-0.00145954612213226
12.33,0.0345189045394447
12.331,0.0585045383138293
12.332,0.0824901720882139
12.333,0.106475805862598
12.334,0.130461439636983
12.335,0.154447073411368
12.336,0.16643989029856
12.337,0.178432707185752
12.338,0.16643989029856
12.339,0.16643989029856
12.34,0.16643989029856
12.341,0.16643989029856
12.342,0.16643989029856
12.343,0.178432707185752
12.344,0.178432707185752
12.345,0.190425524072945
12.346,0.190425524072945
12.347,0.214411157847329
12.348,0.226403974734522
12.349,0.250389608508906
12.35,0.262382425396098
12.351,0.274375242283291
12.352,0.298360876057675
12.353,0.346332143606445
12.354,0.382310594268022
12.355,0.430281861816791
12.356,0.47825312936556
12.357,0.538217213801522
12.358,0.586188481350291
12.359,0.63415974889906
12.36,0.694123833335021
12.361,0.730102283996598
12.362,0.778073551545368
12.363,0.814052002206945
12.364,0.850030452868521
12.365,0.898001720417291
12.366,0.933980171078868
12.367,0.981951438627637
12.368,1.02992270617641
12.369,1.06590115683798
12.37,1.11387242438675
12.371,1.17383650882271
12.372,1.20981495948429
12.373,1.25778622703306
12.374,1.30575749458183
12.375,1.3537287621306
12.376,1.40170002967937
12.377,1.43767848034094
12.378,1.48564974788971
12.379,1.53362101543848
12.38,1.58159228298725
12.381,1.62956355053602
12.382,1.67753481808479
12.383,1.71351326874637
12.384,1.76148453629514
12.385,1.78547017006952
12.386,1.80945580384391
12.387,1.84543425450548
12.388,1.85742707139268
12.389,1.88141270516706
12.39,1.90539833894144
12.391,1.92938397271583
12.392,1.95336960649021
12.393,1.98934805715179
12.394,2.01333369092618
12.395,2.04931214158775
12.396,2.07329777536214
12.397,2.10927622602371
12.398,2.12126904291091
12.399,2.14525467668529
12.4,2.14525467668529
12.401,2.15724749357248
12.402,2.14525467668529
12.403,2.14525467668529
12.404,2.1332618597981
12.405,2.1332618597981
12.406,2.12126904291091
12.407,2.1332618597981
12.408,2.1332618597981
12.409,2.15724749357248
12.41,2.18123312734687
12.411,2.20521876112125
12.412,2.24119721178283
12.413,2.27717566244441
12.414,2.31315411310598
12.415,2.36112538065475
12.416,2.42108946509071
12.417,2.46906073263948
12.418,2.52902481707544
12.419,2.56500326773702
12.42,2.61297453528579
12.421,2.63696016906017
12.422,2.64895298594737
12.423,2.64895298594737
12.424,2.63696016906017
12.425,2.61297453528579
12.426,2.57699608462421
12.427,2.51703200018825
12.428,2.46906073263948
12.429,2.42108946509071
12.43,2.37311819754194
12.431,2.33713974688037
12.432,2.30116129621879
12.433,2.26518284555721
12.434,2.25319002867002
12.435,2.25319002867002
12.436,2.30116129621879
12.437,2.39710383131633
12.438,2.52902481707544
12.439,2.69692425349614
12.44,2.88880932369121
12.441,3.09268721077348
12.442,3.29656509785575
12.443,3.48845016805083
12.444,3.66834242135871
12.445,3.83624185777941
12.446,3.99214847731291
12.447,4.13606227995921
12.448,4.30396171637991
12.449,4.4718611528006
12.45,4.63976058922129
12.451,4.81965284252917
12.452,4.95157382828829
12.453,5.01153791272425
12.454,4.99954509583706
12.455,4.85563129319075
12.456,4.59178932167252
12.457,4.23200481505675
12.458,3.83624185777941
12.459,3.40450044984048
12.46,2.94877340812717
12.461,2.50503918330106
12.462,2.08529059224933
12.463,1.71351326874637
12.464,1.40170002967937
12.465,1.14985087504833
12.466,0.981951438627637
12.467,0.898001720417291
12.468,0.874016086642906
12.469,0.898001720417291
12.47,0.969958621740445
12.471,1.06590115683798
12.472,1.17383650882271
12.473,1.29376467769464
12.474,1.41369284656656
12.475,1.53362101543848
12.476,1.65354918431041
12.477,1.76148453629514
12.478,1.85742707139268
12.479,1.96536242337741
12.48,2.06130495847494
12.481,2.15724749357248
12.482,2.24119721178283
12.483,2.31315411310598
12.484,2.37311819754194
12.485,2.43308228197791
12.486,2.46906073263948
12.487,2.49304636641387
12.488,2.50503918330106
12.489,2.52902481707544
12.49,2.56500326773702
12.491,2.57699608462421
12.492,2.61297453528579
12.493,2.63696016906017
12.494,2.64895298594737
12.495,2.64895298594737
12.496,2.64895298594737
12.497,2.62496735217298
12.498,2.6009817183986
12.499,2.54101763396264
12.5,2.46906073263948
12.501,2.39710383131633
12.502,2.32514692999318
12.503,2.26518284555721
12.504,2.21721157800844
12.505,2.16924031045968
12.506,2.14525467668529
12.507,2.12126904291091
12.508,2.10927622602371
12.509,2.12126904291091
12.51,2.1332618597981
12.511,2.15724749357248
12.512,2.18123312734687
12.513,2.20521876112125
12.514,2.21721157800844
12.515,2.22920439489564
12.516,2.22920439489564
12.517,2.21721157800844
12.518,2.18123312734687
12.519,2.14525467668529
12.52,2.10927622602371
12.521,2.07329777536214
12.522,2.02532650781337
12.523,1.98934805715179
12.524,1.95336960649021
12.525,1.94137678960302
12.526,1.91739115582864
12.527,1.89340552205425
12.528,1.88141270516706
12.529,1.85742707139268
12.53,1.84543425450548
12.531,1.83344143761829
12.532,1.8214486207311
12.533,1.80945580384391
12.534,1.80945580384391
12.535,1.80945580384391
12.536,1.79746298695671
12.537,1.77347735318233
12.538,1.76148453629514
12.539,1.73749890252075
12.54,1.72550608563356
12.541,1.71351326874637
12.542,1.70152045185918
12.543,1.70152045185918
12.544,1.70152045185918
12.545,1.70152045185918
12.546,1.68952763497198
12.547,1.67753481808479
12.548,1.6655420011976
12.549,1.65354918431041
12.55,1.62956355053602
12.551,1.61757073364883
12.552,1.60557791676164
12.553,1.58159228298725
12.554,1.56959946610006
12.555,1.54561383232568
12.556,1.54561383232568
12.557,1.53362101543848
12.558,1.53362101543848
12.559,1.53362101543848
12.56,1.53362101543848
12.561,1.52162819855129
12.562,1.52162819855129
12.563,1.5096353816641
12.564,1.5096353816641
12.565,1.5096353816641
12.566,1.5096353816641
12.567,1.5096353816641
12.568,1.5096353816641
12.569,1.49764256477691
12.57,1.49764256477691
12.571,1.48564974788971
12.572,1.47365693100252
12.573,1.44967129722814
12.574,1.43767848034094
12.575,1.42568566345375
12.576,1.40170002967937
12.577,1.37771439590498
12.578,1.36572157901779
12.579,1.34173594524341
12.58,1.32974312835621
12.581,1.31775031146902
12.582,1.30575749458183
12.583,1.29376467769464
12.584,1.29376467769464
12.585,1.30575749458183
12.586,1.30575749458183
12.587,1.30575749458183
12.588,1.30575749458183
12.589,1.30575749458183
12.59,1.29376467769464
12.591,1.29376467769464
12.592,1.28177186080744
12.593,1.28177186080744
12.594,1.25778622703306
12.595,1.22180777637148
12.596,1.18582932570991
12.597,1.14985087504833
12.598,1.10187960749956
12.599,1.06590115683798
12.6,1.02992270617641
